,region,lon,lat,Y,X1,X2,X3,X4,X5,X6,X7,X8
328,KS,-98.762476916684,38.9146512455974,10.8,10.7,74.2,62.5,19.2,17.0,23.7,34.1,19.9
329,IA,-93.7340986280048,43.3775256073817,9.3,7.3,76.0,71.2,23.6,13.1,21.2,31.1,21.2
330,WI,-88.7096965521104,45.0042842747803,14.3,8.8,74.4,53.2,22.5,27.1,27.8,39.5,30.6
331,KY,-85.1190776551001,38.4487901633342,11.1,6.8,76.9,55.0,15.0,20.7,28.4,40.7,22.5
333,MT,-109.224360489992,47.2632833231955,10.6,8.0,69.6,63.7,23.4,14.7,22.4,30.2,21.9
335,NC,-82.9820402617006,35.5556752243833,9.6,12.3,75.2,66.0,19.0,14.3,20.7,31.5,20.5
337,MT,-111.695413434683,48.6553867733529,10.9,11.3,66.1,54.6,23.5,20.3,25.5,32.1,25.8
338,MT,-104.504661923628,48.7209969285312,10.7,8.4,70.6,67.1,24.2,13.3,18.8,29.9,21.6
339,NC,-80.5445531639191,35.9288732524121,10.2,10.5,73.8,62.5,19.0,16.3,23.0,33.5,20.5
341,MN,-95.8092496496318,47.3255519081299,13.1,12.0,68.9,50.4,20.0,26.2,29.7,35.9,27.6
342,MT,-107.48944354563,45.4233011316632,13.4,11.5,68.7,50.5,19.9,23.4,29.0,36.7,27.8
343,MN,-93.7749839154167,45.4441001810069,10.0,4.9,67.8,67.7,25.5,14.9,20.9,29.3,22.9
345,OH,-81.9295580157618,40.5612300981469,12.4,13.0,72.6,52.4,19.5,26.8,32.7,38.7,26.0
346,WY,-110.589857877684,43.9344840596924,8.9,11.3,68.3,70.2,21.7,11.3,15.4,27.2,20.3
347,NE,-99.4141068650729,40.5110183458877,9.3,9.2,70.3,64.1,21.7,15.0,23.7,33.0,21.4
348,MS,-89.0037898313235,34.4905254554951,10.0,14.5,76.4,10.6,16.2,16.2,28.3,32.4,31.4
349,DE,-75.3899993656017,38.6607348167294,10.6,12.3,77.5,60.6,18.1,15.5,22.7,35.3,23.3
350,OK,-96.8809102714908,35.7030440513978,12.5,12.3,71.6,53.0,15.5,20.4,32.0,39.4,22.4
351,ID,-114.805504004867,43.4631123331592,10.7,14.1,69.9,66.7,17.8,13.4,20.9,32.8,21.2
352,MN,-95.7633155473769,44.0220771514639,10.4,7.8,68.4,62.3,23.3,18.1,24.0,32.7,23.7
353,TN,-83.8370837651738,36.2880602959072,11.8,16.0,73.7,54.2,17.2,22.9,29.4,37.6,27.0
355,OH,-82.6306572277557,39.7516133054728,11.4,6.3,76.3,61.1,20.5,21.1,27.8,41.2,24.5
358,MO,-92.6963287905208,39.1425662415818,10.8,7.7,74.0,57.3,19.9,21.2,26.1,38.6,22.5
359,NC,-79.8059275016308,35.7103579095623,10.7,14.1,74.1,56.4,18.1,19.5,27.6,35.7,21.3
360,VT,-72.6150937800981,44.2734806300628,12.4,6.5,70.0,68.1,23.2,15.1,16.4,26.4,21.7
361,GA,-84.7678598130121,33.702130966663,10.8,15.3,77.1,58.5,13.5,14.8,26.7,42.5,32.6
362,NM,-104.412009264368,34.3425624314799,11.1,14.7,65.1,59.3,17.3,17.5,24.9,34.1,27.7
363,OK,-100.476794921527,36.7496415387971,11.3,13.3,71.5,57.5,15.5,15.6,29.9,36.5,25.3
364,AL,-88.0969548281156,33.7791463830423,10.7,10.6,76.3,54.3,16.4,19.0,28.9,39.5,25.3
365,NC,-80.5518327021882,35.3869793087838,9.6,10.5,76.9,66.3,18.1,12.2,21.4,34.3,20.9
366,MO,-92.4987394120497,36.9325353882971,10.8,13.0,73.0,54.1,19.8,23.1,28.8,41.2,20.3
367,MI,-84.3736006361756,42.5970860473025,11.6,7.7,76.3,69.2,17.8,14.5,20.2,35.4,24.6
368,NE,-97.1426241579072,40.1757684728569,9.6,11.5,69.8,61.0,20.7,16.6,27.0,32.3,20.8
369,TX,-98.5272274832312,28.8935255788909,9.3,33.0,71.4,50.2,18.2,16.2,33.9,38.3,31.2
370,MA,-70.0734407385574,41.284227791995,10.5,3.2,78.6,74.9,21.4,9.2,16.4,31.6,21.4
371,MT,-114.089290320548,47.6459272289418,12.4,9.7,68.4,56.3,20.4,18.7,24.0,33.8,22.7
372,MS,-89.0344732941972,33.0884601939526,11.0,13.7,77.6,7.6,13.8,21.9,33.8,39.7,34.2
373,AL,-86.1484340236509,32.5970686891064,10.4,9.3,78.5,59.5,16.6,15.8,25.6,42.2,25.2
374,MI,-87.870275273909,46.0091529313179,10.9,5.6,76.1,69.5,21.4,16.0,21.2,31.7,23.2
378,WA,-119.511240620845,46.2396256458377,12.0,10.4,69.4,63.4,19.3,12.0,20.8,31.9,26.6
379,TX,-98.7115403167654,29.9447622449923,8.9,17.1,73.0,65.2,20.6,10.1,19.0,33.0,22.6
380,GA,-82.2886914217215,31.7493335724705,10.9,20.3,74.7,52.3,15.2,18.7,30.7,38.3,30.7
381,MT,-111.920361769865,45.3005046497515,10.8,8.1,66.8,64.8,24.4,14.7,19.4,30.0,20.1
382,AL,-87.2942727229619,32.6384797740624,12.5,16.5,81.4,42.3,11.8,23.5,38.8,47.4,32.1
383,KY,-83.8550666376819,36.8904261100984,12.2,8.9,76.7,49.9,13.2,22.8,30.6,42.2,24.7
384,MS,-89.3363612688369,33.9364148056908,11.1,16.2,76.6,6.9,15.4,22.7,35.8,40.4,34.5
385,IN,-87.58529744602,38.3115891747454,12.0,8.3,75.0,55.6,18.1,22.9,30.3,41.3,21.9
386,MI,-87.5565973516825,45.5804081458152,11.9,6.4,73.9,63.9,19.6,20.2,24.8,37.3,23.8
387,AL,-85.5179075897695,33.6749172926082,10.7,9.3,75.7,52.6,16.8,20.8,30.7,38.4,25.7
388,NE,-97.8918692211202,42.6368560722072,9.9,10.1,71.7,60.1,21.3,17.4,27.3,33.1,23.6
389,TX,-95.7710151057797,29.527427679919,8.5,15.0,74.9,61.6,15.6,10.8,22.2,37.1,28.6
390,SC,-81.6201801495539,35.048585264621,10.7,16.7,76.7,57.1,17.1,18.5,28.1,39.8,24.7
392,WV,-79.3506710846556,38.6803979946058,12.3,8.6,78.6,54.1,16.6,22.3,29.7,41.8,29.3
393,ID,-115.656694865225,46.6735928960896,10.8,9.5,70.5,62.6,18.8,15.2,24.0,36.3,22.6
394,NJ,-75.3493244183429,39.5880166974188,10.2,11.1,74.7,65.0,18.5,13.1,21.7,42.0,27.6
395,MS,-90.9890259950925,32.7414125462659,10.4,18.0,77.4,6.0,14.4,24.1,37.7,43.7,41.5
396,TX,-101.893369592743,36.2776904300131,9.7,23.5,70.5,53.2,19.8,16.3,28.2,38.5,29.5
397,VT,-73.2950563301125,44.7975219870819,11.9,7.6,72.2,68.1,20.8,14.0,16.0,30.6,18.7
398,NC,-76.5770084500192,35.8231123664106,11.6,14.8,77.5,52.0,15.2,20.1,30.0,40.4,25.9
401,TX,-94.6159839469319,31.6159103214024,10.7,19.2,73.7,51.6,17.5,16.8,28.0,38.9,27.7
402,NV,-116.471809599714,38.0419684455387,11.5,14.4,69.3,53.3,20.1,20.6,27.7,38.6,25.8
404,WY,-104.689171612404,41.3069899861076,11.0,13.0,70.3,64.5,17.1,17.7,23.6,34.4,19.7
405,NE,-99.9767855741633,41.9128133505015,10.0,10.3,70.3,61.6,21.3,16.6,26.3,33.6,23.4
406,MI,-89.3147994831589,46.6644135776086,11.9,6.7,74.7,63.3,20.0,20.9,25.7,35.7,24.3
407,WI,-88.3044478622231,43.0182314530753,10.0,6.7,73.5,72.3,23.8,12.5,17.5,31.5,22.6
408,TX,-96.9301548131153,29.3843959612115,10.2,19.7,71.6,53.6,19.5,18.1,27.5,38.1,27.5
409,IN,-85.178588681036,39.6399780653961,11.8,9.3,74.7,50.4,17.5,26.0,33.8,36.9,26.1
410,SC,-79.3325453263262,33.4333367672748,10.6,10.5,78.1,62.4,18.3,15.9,23.5,37.4,26.7
411,IN,-87.272022712185,38.0922447608573,10.2,8.7,77.2,68.8,18.2,14.3,21.1,36.3,20.8
412,WV,-81.3786746196863,39.0222609917473,12.9,8.4,77.5,46.9,16.3,25.8,35.6,43.8,26.6
414,TX,-102.042897048526,31.3687459368592,10.0,31.2,70.7,45.4,17.7,19.1,35.7,40.4,28.7
416,GA,-83.4761753532408,32.2321360694052,12.1,18.8,76.4,51.1,14.1,20.2,32.2,41.9,33.5
418,WI,-89.4182987616557,43.0672933058535,10.2,5.5,70.0,70.2,23.6,12.0,17.7,29.2,27.3
419,AZ,-112.553640853115,34.5996977529402,11.1,10.9,67.9,60.4,19.9,15.2,21.8,34.2,25.2
420,TX,-97.8050287184467,32.7776961767337,9.6,19.4,70.5,61.6,21.9,13.5,23.1,38.3,24.0
421,NC,-76.6542732540305,34.8273639547444,10.0,11.9,75.5,67.4,19.3,13.5,20.0,33.0,20.4
422,TN,-84.9243596929919,35.6089795034142,11.9,15.2,74.1,51.5,16.3,24.4,31.9,41.4,27.1
423,MN,-95.3790110780952,47.577902619616,10.5,9.2,68.9,63.4,22.7,17.2,21.9,31.9,23.8
424,TN,-83.1211811402949,35.9254591010981,12.4,13.2,74.5,49.2,15.6,25.0,33.9,42.8,29.1
426,MI,-83.0196504596317,43.8334172806921,11.6,8.5,75.2,65.1,20.2,20.3,24.9,35.4,22.8
429,ID,-116.749939019682,46.3271022270792,11.2,11.0,74.8,66.3,18.4,13.7,22.0,35.7,21.9
430,MN,-94.7275709404096,44.2421718867323,10.5,6.6,68.6,62.0,21.9,18.3,23.9,29.2,20.8
432,IA,-92.0651878097029,41.6862406700397,9.3,8.2,76.4,70.3,24.8,15.4,23.9,29.6,22.9
433,MO,-92.8101598105797,38.843489327174,10.5,11.2,74.4,56.4,20.2,21.2,27.9,39.7,22.8
435,KS,-100.737646065991,38.0440536110276,10.9,23.4,72.1,52.9,16.7,17.5,32.4,37.0,24.9
436,IN,-87.3107747843354,40.6063412111328,11.5,10.6,75.4,55.0,16.7,22.6,31.8,37.3,25.8
437,IN,-86.523228001631,39.1608320398439,10.9,7.4,75.3,60.1,17.4,15.6,23.6,33.5,21.9
438,IA,-92.7901998363377,42.7315884100093,9.6,8.2,75.8,68.4,23.9,15.7,24.7,31.3,20.9
441,TX,-94.357306201594,32.7981212293791,10.7,17.4,72.8,49.9,18.3,20.0,29.4,40.4,30.6
442,WY,-105.507297908746,42.9722028131336,10.8,13.1,66.1,58.7,20.3,18.6,25.1,34.0,22.4
443,NM,-105.63098311438,36.5783384910955,10.4,11.7,64.5,61.8,18.2,14.9,23.3,31.7,24.8
444,MI,-83.8388014669744,42.2532412476672,10.7,4.9,71.8,71.9,19.1,12.1,17.3,28.7,22.5
445,MI,-83.9115825898176,42.6029888089791,10.7,4.5,75.1,72.6,21.8,13.5,19.2,32.2,20.6
446,OK,-95.6173671917311,36.7984587733773,13.1,12.0,73.3,53.8,15.1,20.3,31.0,40.4,26.9
447,MO,-93.7760224318696,38.0371732557425,11.3,11.4,73.2,52.6,19.7,23.7,29.4,37.3,23.2
448,MS,-88.8793086175243,33.4250380065366,10.5,11.1,78.0,7.9,15.0,18.5,32.0,38.9,29.2
449,TX,-100.207774384302,34.5292988540365,9.7,30.2,71.6,48.1,18.6,19.2,30.9,41.3,29.2
450,WI,-87.9669491230639,43.0071720144533,11.7,9.5,77.9,63.6,21.2,17.1,23.3,36.4,28.8
451,TN,-86.765342042301,35.4689863996802,11.9,14.8,74.0,52.6,16.5,23.9,31.5,40.9,28.9
453,KS,-98.2182221957202,39.7847143160624,10.6,9.7,73.3,59.5,19.2,18.6,25.1,36.1,21.6
455,ME,-69.959045271424,45.5138889144984,12.4,8.0,78.4,56.4,18.1,18.7,25.9,38.9,25.2
457,TN,-82.9450444113545,36.4415694490017,12.0,13.1,74.9,57.1,17.0,20.6,27.7,38.7,25.0
458,OH,-82.4851248671181,39.2511886305124,12.2,12.6,75.3,50.9,18.9,26.5,32.5,39.7,26.4
459,CA,-119.64899454546,36.7581714404224,10.7,14.9,69.9,54.1,16.2,14.2,26.1,36.2,33.1
460,MS,-90.2892529683355,34.2512280348671,12.0,18.2,80.7,5.6,12.2,23.4,39.5,44.9,39.2
461,KY,-83.7161047700104,37.5945435020286,12.0,11.1,75.8,42.4,14.0,29.0,35.9,43.2,26.3
463,WV,-82.4271343320478,38.1459980233102,13.3,8.8,77.6,49.5,15.9,24.4,32.3,46.0,23.9
464,KS,-100.365566748715,37.2382604022196,10.7,11.4,72.1,59.0,19.0,17.1,26.4,35.9,22.7
465,TX,-99.8901007880615,32.3015982054604,10.2,19.0,72.8,55.1,19.0,15.6,27.0,37.9,26.0
466,TX,-98.5581879467796,31.9479319781139,10.2,18.5,70.6,51.9,19.5,17.3,29.2,39.4,27.6
467,SC,-82.7248279101052,34.8875012785259,10.3,12.4,74.1,58.9,18.8,18.7,27.8,37.4,26.3
468,GA,-83.7466369042174,34.6465178296611,10.2,14.4,73.6,61.8,18.1,14.6,21.7,34.2,28.3
469,GA,-84.9080983606134,32.7360422187992,10.1,12.6,75.2,62.6,18.0,15.3,23.1,38.9,27.0
471,TX,-100.815710053188,36.2782929331086,9.6,30.2,70.6,50.2,18.1,15.9,30.6,38.2,29.5
472,MO,-92.5645284605799,39.8304533484823,10.7,10.1,73.3,56.8,20.3,21.1,26.8,38.9,21.7
473,NC,-77.9328634793398,34.9363853110288,10.5,17.4,75.3,55.6,16.6,17.9,28.4,35.4,25.2
474,IA,-93.7863886411411,40.7375938894214,10.4,6.6,74.1,62.6,22.3,18.3,27.4,34.2,22.5
475,TX,-98.5954945893768,31.4950789816718,9.8,15.9,70.6,56.3,20.5,16.7,25.2,36.9,25.7
476,KS,-99.8196192691957,37.2354754028938,10.5,11.9,74.1,62.8,18.9,14.8,24.9,35.4,20.5
477,ID,-113.979666235261,43.4116034636535,9.7,7.9,71.2,71.4,18.1,9.6,18.1,27.9,20.0
478,WI,-90.3614824634713,45.680136950248,11.3,6.7,73.1,62.3,23.8,18.8,22.3,37.9,25.7
479,NM,-107.999572657595,34.9125517104749,12.6,17.4,64.9,53.8,15.7,23.2,27.0,40.8,27.4
480,TX,-104.240890371307,29.9999117910567,10.3,37.8,70.8,37.2,15.4,20.4,42.7,41.5,30.6
482,IA,-93.0994398288825,41.3344521497994,9.5,6.7,75.2,71.8,24.9,13.1,21.2,29.3,21.6
483,NC,-79.3994760246283,36.0436739846115,10.3,13.2,75.9,59.0,18.2,17.3,25.8,36.7,23.3
484,MN,-95.25367555994,44.4036089049242,10.3,8.6,69.2,64.1,22.3,16.4,21.8,29.3,23.3
486,OK,-97.9417611779196,35.9455302703201,11.8,12.9,72.6,57.9,16.1,17.2,31.0,36.6,23.1
488,KY,-85.4487186864819,38.3999488893367,9.7,4.7,77.1,68.6,16.9,12.6,18.4,36.1,22.3
490,MO,-93.0235850418397,37.680556038393,11.0,11.2,73.9,53.9,18.9,23.3,29.2,38.7,24.1
491,CA,-120.650760892534,38.4464297028895,10.5,7.1,66.8,64.9,22.0,13.3,18.9,34.4,28.6
492,AL,-86.3135271841638,31.7314522019174,10.8,12.3,77.4,52.2,15.1,20.0,30.5,40.4,27.8
494,MI,-85.1290448325505,45.3057891568956,11.6,4.6,75.1,67.3,20.5,18.2,23.9,37.5,22.4
495,OH,-82.0448471943357,39.3339958943025,11.2,7.6,77.2,62.3,19.1,17.7,23.6,38.7,22.0
496,TX,-97.6196838584174,29.8365723490979,9.8,25.0,71.5,49.4,18.3,16.9,31.6,37.7,29.8
497,MN,-94.9384255652985,47.9740071822672,11.4,7.1,69.3,63.1,20.7,17.7,20.3,32.7,23.0
498,NE,-96.2651014055988,40.392522032894,8.4,10.7,69.5,62.0,22.6,14.9,24.2,32.7,25.1
499,GA,-84.5766180640985,33.9414862314987,9.4,12.6,75.2,67.3,17.7,9.7,16.7,36.2,29.9
500,IA,-94.2438634221954,40.7351451515306,10.1,6.7,75.5,65.5,23.8,17.2,27.2,35.5,23.2
502,TX,-98.7037201322171,33.9880210918008,10.0,18.3,72.3,53.1,20.5,17.0,26.7,39.5,29.9
503,MS,-88.6958163057915,31.6408254595216,10.7,16.5,78.0,8.2,14.1,20.6,33.7,42.1,32.2
504,AL,-87.8871984960778,34.1365876476739,10.7,12.2,76.8,54.2,16.6,18.8,29.8,38.6,24.1
505,MT,-105.54860900657,48.783772051162,11.1,9.4,69.0,62.0,23.9,16.1,21.8,32.9,22.5
506,KS,-98.2007483911604,38.3471865068447,10.6,10.4,74.1,62.6,19.9,16.0,24.5,33.7,21.4
507,AK,-143.213550848982,63.8762788125121,10.4,11.8,62.7,52.7,18.9,19.9,25.7,35.9,27.1
511,MN,-95.1541374809809,43.6741709035012,9.7,6.6,70.3,68.8,23.6,13.2,19.1,29.9,20.8
512,MO,-92.4971735700748,39.4401347029578,10.6,10.9,74.1,54.8,19.5,21.5,30.2,40.0,23.2
513,KY,-84.3795922103317,38.945869235336,10.4,6.5,78.6,65.1,17.5,14.9,20.5,37.2,22.1
515,IN,-85.7470610792329,38.6857746467527,12.2,9.9,74.7,53.6,16.7,23.2,32.8,37.7,24.8
516,NE,-100.555663288734,41.9135892531917,9.3,6.2,70.2,66.5,22.5,14.1,22.1,30.9,22.4
517,MN,-94.6141282659352,43.9784120442015,10.1,12.9,67.4,59.7,21.7,17.3,26.1,33.1,24.6
518,IA,-93.5613579046369,41.3344050670246,10.0,6.4,75.7,67.1,24.2,16.9,25.8,33.2,22.1
519,WI,-87.8095945027193,44.1199592891552,10.6,8.4,75.3,66.6,24.2,16.8,20.5,36.4,24.4
520,GA,-84.4762808876955,34.2438335835566,9.7,11.6,73.9,64.7,16.9,13.0,21.6,35.9,25.3
522,TX,-97.832107492052,32.4300324854854,9.6,15.3,73.3,62.9,22.1,12.6,22.0,34.0,26.4
524,NC,-77.6758039116837,35.4849054091072,10.6,20.5,76.0,51.2,16.6,20.4,29.5,40.9,28.4
526,MO,-93.4004552714564,37.6164897040751,11.4,12.6,73.0,51.4,19.0,24.5,30.7,40.3,20.8
527,WV,-80.5022541227854,38.9959239226888,12.5,9.1,78.7,51.8,16.7,22.9,31.1,44.7,24.9
528,TN,-87.7884393295724,35.2401834961045,11.6,15.6,73.8,48.4,16.4,26.4,32.6,43.0,29.5
529,TX,-98.8176268583521,31.1552372018107,9.4,25.7,71.2,50.6,19.4,18.0,29.5,39.8,29.6
530,CA,-120.015341806806,34.6714050399297,9.9,11.8,70.0,65.3,20.4,9.5,20.5,32.2,28.7
531,OK,-97.8841663460881,35.0166148085145,11.9,8.9,72.3,58.8,15.8,16.8,29.0,36.1,24.1
533,MT,-104.561462330904,47.7879142999994,10.9,9.4,68.7,63.4,23.8,15.6,21.9,32.8,23.3
536,NH,-71.1255643133012,42.9875838743513,11.3,7.3,72.7,70.0,21.6,12.7,17.7,34.6,24.8
537,GA,-84.4671331339505,33.7900005623491,9.5,12.1,74.3,65.4,17.0,10.7,20.0,39.8,29.6
539,NM,-104.945208546149,36.0107901059259,10.4,17.2,65.7,56.8,15.7,14.3,28.1,36.4,25.0
540,MO,-92.3097468744256,38.9911551381179,9.9,7.9,75.3,64.5,20.6,15.0,20.9,33.9,22.5
541,AL,-86.3145905166032,33.7153193943775,10.0,11.7,76.5,61.0,18.1,15.2,24.8,35.8,24.2
542,WA,-123.424936104773,46.2921200927637,12.4,9.9,63.9,60.3,19.3,13.9,19.3,34.2,28.6
543,CT,-72.1004124325639,41.50316428787,12.1,9.2,77.1,68.8,18.3,13.8,23.8,38.5,25.3
544,MN,-94.5268543213058,45.123016355784,9.8,6.7,68.5,66.5,23.0,15.7,20.5,30.3,23.5
545,NC,-76.4398245484823,36.2049769828067,10.2,10.3,76.5,63.6,18.1,14.7,21.9,34.2,22.2
546,AK,-135.641352469501,58.2866674624936,11.6,10.4,65.0,52.5,20.6,20.6,24.8,37.7,28.3
548,NJ,-74.6679370532551,39.8779607666987,9.9,9.5,75.3,68.3,17.5,11.2,19.0,34.7,26.6
551,TX,-102.82988444052,34.0685882519589,9.1,30.5,70.7,52.8,18.6,14.1,30.3,37.5,31.6
553,KY,-85.1954663779715,38.2157212257424,10.5,7.1,76.5,61.5,15.9,15.7,24.2,39.1,22.3
555,MA,-71.907721776532,42.3513441194523,12.1,4.9,79.5,69.3,19.4,13.8,22.5,35.3,22.0
558,AL,-87.8436750232892,34.4417388803873,10.6,17.9,76.1,50.2,15.7,20.3,33.3,39.3,25.9
560,TN,-88.9323952175504,35.9963201615128,12.1,15.5,76.1,54.0,16.6,22.5,30.8,41.1,28.7
563,OK,-95.6667724737982,35.3737043637911,13.4,12.4,73.6,49.6,14.5,22.8,34.2,38.8,28.2
565,CA,-117.761130979135,33.702790446535,9.0,8.9,71.5,63.8,18.1,10.9,20.3,36.0,31.1
566,MO,-93.8290276742636,36.7098311281883,10.8,12.9,73.2,53.5,18.6,21.2,29.9,37.6,23.4
567,MS,-88.7823336987574,33.6559798711503,11.4,14.8,80.0,7.0,13.0,21.4,35.5,43.2,35.6
568,GA,-82.9221481443504,32.4634419341698,11.7,15.4,76.6,51.2,13.3,19.5,30.9,41.6,30.3
569,KS,-100.437963131755,37.7385173809525,10.6,13.2,72.0,61.2,19.4,16.9,26.1,32.0,23.5
570,TX,-94.8172129149567,32.4804256310109,10.6,20.8,73.5,51.8,17.7,17.9,27.8,40.2,27.7
571,NC,-81.2240721915513,35.4855553677493,10.2,12.0,74.3,62.6,19.6,16.4,23.1,34.4,23.2
572,GA,-83.4922780042542,33.5910799753336,10.1,12.0,75.4,64.2,17.6,13.6,22.3,37.7,29.0
574,MS,-90.8134092594073,32.8799116310974,12.1,15.0,79.9,4.9,11.6,24.9,43.1,46.1,37.6
575,MI,-85.996165909642,42.9598343114753,10.3,5.7,77.4,71.8,19.8,14.8,20.1,29.6,19.9
576,IN,-84.9654176397488,38.9500282087554,11.1,5.4,76.1,63.1,18.9,17.5,25.0,36.0,25.3
577,NE,-99.9294960789212,42.4301633100803,9.5,10.1,71.9,63.7,21.7,14.8,25.3,33.1,23.2
578,UT,-112.127216144645,38.3366319374569,12.3,13.4,68.9,55.8,11.8,14.8,26.4,37.4,23.7
579,SC,-80.7300476561363,32.3857901390983,9.3,11.8,74.6,66.7,21.4,13.0,19.0,32.9,23.8
580,NE,-101.059890687006,41.5680379638946,10.2,8.2,69.7,58.7,20.8,19.1,27.6,33.4,20.8
582,IN,-86.8651715868803,40.7497485532469,11.4,9.2,74.6,59.1,18.6,20.1,28.7,39.0,25.9
583,OH,-81.4555238795305,39.7661009290061,11.2,8.2,75.2,54.9,19.9,25.4,30.5,40.8,25.1
584,WI,-90.8049987126148,44.3192836652452,11.0,10.1,71.9,61.3,24.0,18.7,23.9,36.4,27.8
585,NM,-105.459231313545,33.7455208510099,10.9,12.7,65.8,61.5,17.1,16.3,22.4,33.3,25.0
587,MS,-88.4805556828902,33.8921945933454,10.6,12.2,77.2,8.5,15.4,20.2,31.4,40.1,32.8
588,OH,-83.76563102183,40.3884968079535,11.1,7.8,75.2,58.9,18.8,21.2,28.6,37.9,25.4
589,ID,-112.83983825663,42.6930636583738,11.0,17.3,70.1,58.1,15.9,15.3,28.0,34.4,24.8
590,MN,-92.7413892016485,46.1207288460202,10.2,9.4,69.2,63.3,22.1,17.1,22.3,33.3,23.0
591,WV,-81.7108557946382,38.0221545914536,12.8,10.6,77.9,49.3,16.4,25.4,35.3,44.0,25.1
592,GA,-84.3204086574096,34.864592267803,10.9,17.1,73.1,55.1,16.9,19.9,28.0,37.8,28.0
593,NC,-84.0637476312268,35.1337276354312,10.6,13.7,74.0,58.7,18.6,18.2,24.4,32.2,19.4
594,UT,-110.589301278449,39.6480541147278,12.4,12.3,69.5,59.9,12.1,13.9,23.3,35.6,23.4
595,KY,-86.7778399083922,37.8415102879487,11.0,6.3,76.4,58.3,15.6,18.9,24.9,39.6,23.3
596,KY,-85.175051728938,37.7532982899311,11.0,9.2,76.9,59.4,15.5,17.9,25.6,39.1,23.8
598,MT,-108.397686370249,46.4967819967113,11.3,10.9,67.9,58.3,22.2,17.8,23.7,34.8,26.1
599,DC,-77.0162965438829,38.9047814917885,10.5,6.2,73.3,69.3,23.3,11.4,15.2,32.8,25.6
600,TN,-88.3011213574878,36.3321762008328,12.0,14.6,74.9,53.4,16.3,23.0,29.8,40.0,26.0
603,TX,-97.3667838831373,32.378886664573,10.1,21.0,71.9,52.1,20.2,17.7,31.1,41.1,26.5
604,MS,-89.552615522903,31.6333020921756,10.9,11.6,77.8,8.5,15.1,19.6,32.4,39.2,31.3
605,TN,-87.3566117354083,36.1488949265388,11.6,12.8,75.2,57.9,17.9,20.2,27.2,39.5,25.3
607,MN,-93.0651627248134,44.6719521040191,9.7,6.4,72.8,71.6,19.5,11.3,17.6,28.5,19.8
608,CA,-120.725180763953,41.5897153747434,11.1,10.7,68.6,61.8,20.6,14.1,21.5,34.3,30.4
612,NE,-96.654407836059,41.5779256697394,9.3,10.5,68.3,60.9,20.9,16.4,26.9,31.6,21.4
613,GA,-83.208839298552,34.1279893403343,10.8,17.6,73.7,53.3,15.8,18.8,29.3,38.9,28.6
615,IA,-91.5444699002879,40.9877792482402,9.8,7.6,74.0,62.2,23.6,20.4,28.2,38.9,21.6
616,OH,-80.761219036042,41.3170156745471,12.2,9.3,76.2,55.7,19.7,24.2,30.3,41.7,24.6
617,AZ,-110.321421073074,35.3997521187229,13.1,13.6,66.5,49.6,17.7,22.4,25.9,37.8,30.8
618,CA,-122.233446855354,40.1257133258826,11.2,10.5,66.7,57.0,19.5,16.7,24.9,36.6,29.4
619,NM,-103.471160512333,36.4816833554735,11.0,17.9,64.1,52.2,16.7,20.7,29.1,35.9,25.5
621,NC,-83.4925803630805,35.4868277405668,11.8,12.6,74.5,55.4,18.3,21.3,27.0,36.2,24.5
623,GA,-84.2837617317625,33.2610319090476,11.3,17.2,75.6,51.9,14.7,19.1,30.6,42.2,32.0
625,KS,-98.1363740803927,37.5589239415057,10.8,11.7,72.5,61.3,18.7,17.8,24.8,35.5,22.5
627,MN,-95.8109214418466,48.7750568516818,9.6,6.5,68.9,67.2,23.0,13.8,19.7,30.7,22.2
628,KY,-83.7140330666104,37.1591369224482,12.3,13.8,76.1,45.1,13.7,27.4,34.8,42.6,24.0
630,ID,-111.48216300412,44.2287442250408,10.7,9.6,71.6,65.1,17.4,13.9,21.8,33.0,20.8
632,NE,-96.5647947059576,42.3911423642354,9.4,17.1,72.1,55.3,17.0,17.2,33.6,34.7,26.4
633,TX,-98.3998185456152,30.2664009736468,10.0,15.0,71.2,58.4,20.5,16.3,24.0,36.5,27.6
635,NC,-76.7287126546537,35.1471252533281,10.0,11.4,75.6,60.7,18.3,17.2,24.1,34.7,23.3
636,TX,-97.5145766684894,26.1339963074045,9.6,39.7,71.1,43.7,15.4,17.4,41.5,40.9,33.7
637,IA,-91.1325176867671,41.7723216591621,9.8,6.8,76.3,68.4,25.2,15.7,23.5,34.6,22.3
638,AK,-156.194112811655,58.6489291768631,12.5,11.4,65.9,49.4,19.5,23.5,27.2,40.4,31.0
639,WI,-88.4650199576843,44.4160154160954,10.8,6.4,74.7,67.2,23.3,16.6,21.2,32.7,23.5
640,MO,-93.2018268315702,39.1367890617691,10.6,13.4,74.3,57.4,19.5,19.0,25.7,40.9,24.5
642,SC,-80.4062744564851,33.0797689904991,9.9,13.3,76.4,65.2,18.6,15.9,23.0,37.6,24.6
643,KS,-101.076180025598,39.7852449359298,10.9,11.5,74.8,61.1,19.0,17.0,25.5,37.0,22.4
644,TX,-99.1685958221944,27.0007793520196,10.4,45.9,70.6,33.9,14.9,20.6,46.5,42.5,34.7
645,ME,-68.3588356549835,44.6432336584807,11.6,6.8,77.2,65.7,19.1,13.6,18.5,31.1,20.4
646,MI,-86.0569772132245,44.3329667020985,11.3,8.2,74.5,65.5,19.8,17.4,22.9,33.9,22.8
